File,ClusterID,CenterX,CenterY,Radius_m,Inliers
accumulated_01_dbscan.laz,4,-16.426714285713892,26.613857142857874,0.5996689222624978,29
accumulated_01_dbscan.laz,17,47.760617283952776,-60.83567901234631,1.125731823480828,35
accumulated_01_dbscan.laz,18,-20.197173913043144,-21.55630434782588,0.14730887781111252,181
accumulated_01_dbscan.laz,26,-0.09593750000092009,-42.0600000000005,0.18004583834803503,154
accumulated_01_dbscan.laz,29,44.502499999999394,-34.25500000000029,0.24653853654180496,234
accumulated_01_dbscan.laz,31,-31.378115789473856,-3.5320947368420366,0.29278758469372396,90
accumulated_01_dbscan.laz,32,1.5864108251996805,17.268859804791497,0.5792203119698848,46
accumulated_01_dbscan.laz,36,-13.762750000000128,23.277874999999867,0.27805049563899953,29
accumulated_01_dbscan.laz,37,63.29140449438511,3.1828651685414724,0.26021396079343306,90
accumulated_01_dbscan.laz,40,8.697105263157887,16.67710526315788,0.2962145755904587,128
accumulated_01_dbscan.laz,41,53.02473262032077,25.12633689839611,0.18691840413695937,48
accumulated_01_dbscan.laz,42,2.679387554155155,14.684791256400148,0.3488168478990895,37
accumulated_01_dbscan.laz,43,58.838333333333196,14.172435897436115,0.34705130573132137,79
accumulated_01_dbscan.laz,51,-29.337499999999725,5.767499999999946,0.24065016102197626,214
accumulated_01_dbscan.laz,53,3.536273764258132,-48.17640684410754,0.30683870277237285,133
accumulated_01_dbscan.laz,54,52.67169565217366,-28.63221739130393,0.30463515008776754,212
accumulated_01_dbscan.laz,55,64.53096330275645,-7.5527064220182805,0.3307580886769578,93
accumulated_01_dbscan.laz,59,26.884999999997607,25.426428571426367,0.11739085247348516,136
accumulated_01_dbscan.laz,60,16.24499999999898,-81.15800000000107,0.12628935030434396,60
accumulated_01_dbscan.laz,61,30.022540983607026,34.241803278689574,0.11315825369365984,73
accumulated_01_dbscan.laz,62,52.41726027397295,1.556369863013843,0.26776113694678455,145
accumulated_01_dbscan.laz,63,7.209999999997919,-54.03000000000078,0.2302172886652949,112
accumulated_01_dbscan.laz,64,2.1721497584547325,-40.36958937198039,0.37657361647816057,57
accumulated_01_dbscan.laz,65,31.728043478260254,-20.619347826086276,0.13957977710771055,107
accumulated_01_dbscan.laz,66,66.33598445595898,-6.744689119171361,0.3163797457502358,58
accumulated_01_dbscan.laz,69,84.61291139240417,-21.507848101266895,0.20481345149024566,58
accumulated_01_dbscan.laz,73,10.792391304347484,-59.73717391304265,0.20844300830767354,81
accumulated_01_dbscan.laz,75,6.482014388489331,17.437553956834737,0.20919330641605835,32
accumulated_01_dbscan.laz,76,-12.977482269503524,-33.34599290780106,0.15930161858497624,203
accumulated_01_dbscan.laz,77,70.70499999999448,-22.63500000000504,0.3259601202526579,66
accumulated_01_dbscan.laz,78,-9.33900000000013,-39.43299999999636,0.226737733954068,117
accumulated_01_dbscan.laz,79,31.024473684210953,-47.39394736842026,0.19456784985994705,155
accumulated_01_dbscan.laz,83,36.374166666671556,-50.830000000003054,0.2150984916579732,124
accumulated_01_dbscan.laz,86,23.6359433962265,33.59858490566098,0.11941510775518575,86
accumulated_01_dbscan.laz,87,19.590000000005567,26.152000000002754,0.06280127387426349,70
accumulated_01_dbscan.laz,88,53.71571428571372,-16.319642857143318,0.3137058367968395,105
accumulated_01_dbscan.laz,90,-34.769999999995996,2.317499999997949,0.1700183813547315,84
accumulated_01_dbscan.laz,93,47.88110169491738,-38.93822033899065,0.37932273443974596,102
accumulated_01_dbscan.laz,94,6.232371134020605,14.67432989690722,0.1877145210626938,49
accumulated_01_dbscan.laz,96,-3.77916666666663,-36.05833333333369,0.21852567863367614,142
accumulated_01_dbscan.laz,100,6.353309859154969,16.016760563380167,0.10740360154234131,40
accumulated_01_dbscan.laz,102,8.935000000001622,-69.16499999999668,0.1457737973683783,48
accumulated_01_dbscan.laz,105,61.07074999999815,3.138249999999647,0.22106249116345106,78
accumulated_01_dbscan.laz,106,-23.350813953488192,23.570930232557753,0.15120951871642882,96
accumulated_01_dbscan.laz,107,57.53107734806554,-18.41024861878448,0.21130247585390527,90
accumulated_01_dbscan.laz,108,1.1055431034483527,-39.71215086206915,0.5653168996511319,43
accumulated_01_dbscan.laz,110,39.34431297709977,-47.05572519084003,0.1849825806781794,103
accumulated_01_dbscan.laz,113,85.53462962963091,-12.67981481481484,0.239859498197961,75
accumulated_01_dbscan.laz,115,21.66890243902483,-77.69134146341122,0.1133226744903839,37
accumulated_01_dbscan.laz,116,69.44444700461001,6.857718894010213,0.31804718447627756,46
accumulated_01_dbscan.laz,118,71.85681818181908,11.75409090909452,0.2744077017465064,28
accumulated_01_dbscan.laz,119,-16.11867346938728,19.548010204082416,0.18150337207165143,26
accumulated_01_dbscan.laz,120,50.5404545454863,-19.53954545452791,0.5027383691382459,95
accumulated_01_dbscan.laz,122,7.685000000000682,18.165000000002713,1.2150925890674236,35
accumulated_01_dbscan.laz,125,35.61910404624327,42.67777456647156,0.23977344394123248,96
accumulated_01_dbscan.laz,126,3.88543478260863,-43.23282608695686,0.08409700493009627,29
accumulated_01_dbscan.laz,128,65.56401869159212,8.410514018692467,0.30670629362306523,77
accumulated_01_dbscan.laz,129,46.34302469135992,33.30228395062207,0.34347827901345845,81
accumulated_01_dbscan.laz,130,55.26764705883086,-23.325294117649584,0.30859935841999175,105
accumulated_01_dbscan.laz,133,17.47629032258072,-13.239516129032452,0.21629086382284946,55
accumulated_01_dbscan.laz,135,76.9960233918132,-0.47614035087717793,1.1526677713050852,22
accumulated_01_dbscan.laz,136,29.270000000000344,44.51000000000014,0.0921954445728142,29
accumulated_01_dbscan.laz,138,55.04673469387879,-4.840306122447789,0.1679666536903303,102
accumulated_01_dbscan.laz,139,-1.8089130434786374,-35.189999999999955,0.1289130434786374,21
accumulated_01_dbscan.laz,140,-1.9397058823495392,-51.4314705882199,0.13147091721261728,88
accumulated_01_dbscan.laz,141,3.1923913043479417,-42.10717391304354,0.19981678753863644,30
accumulated_01_dbscan.laz,142,14.346111111110304,-65.66055555556005,0.2231439218947151,167
accumulated_01_dbscan.laz,144,55.90211009174692,-11.175045871558883,0.27370312301248634,85
accumulated_01_dbscan.laz,148,20.04968750000097,-87.32374999999932,0.08375058301923524,27
accumulated_01_dbscan.laz,150,23.445000000002896,-93.07499999998193,0.15116216457054413,21
accumulated_01_dbscan.laz,152,18.15152631578953,-71.9811473684217,0.20183438700684822,108
accumulated_01_dbscan.laz,153,84.23007352941124,-6.948382352941301,0.30520432666049974,21
accumulated_01_dbscan.laz,154,-28.098036649213977,33.02897905759127,0.197690001922643,59
accumulated_01_dbscan.laz,156,25.554999999997577,-84.00499999999327,0.17677669529017062,23
accumulated_01_dbscan.laz,157,1.6993521594682701,-57.35609634551588,0.12777566932355666,79
accumulated_01_dbscan.laz,163,-5.587439759036555,-45.31674698795233,0.17809643943787834,160
accumulated_01_dbscan.laz,164,1.3513265306121667,13.040102040816363,0.14055914106393985,21
accumulated_01_dbscan.laz,168,5.364999999998681,-63.28323529411934,0.12414482557368121,70
accumulated_01_dbscan.laz,169,17.617857142857098,-13.977857142857218,0.23557355106035216,44
accumulated_01_dbscan.laz,172,-16.910555555555387,18.6427777777771,0.33952126790305254,20
accumulated_01_dbscan.laz,174,-7.795000000002434,42.41500000000961,0.20554804790105488,34
accumulated_01_dbscan.laz,177,30.963095238093317,-104.96166666665972,0.20178483634431832,24
accumulated_01_dbscan.laz,191,5.757500000003312,-42.53499999999513,0.05273755777189172,23
accumulated_02_dbscan.laz,1,-23.369285714286264,23.579285714285657,0.1606269604027029,143
accumulated_02_dbscan.laz,3,52.66189473684312,-28.589157894737017,0.26111317209706003,157
accumulated_02_dbscan.laz,8,55.31161764705764,-23.348823529410307,0.3505934476992642,112
accumulated_02_dbscan.laz,10,26.88852941176514,25.443676470589086,0.12397023934105077,72
accumulated_02_dbscan.laz,11,65.54687817259153,8.40177664974684,0.28244079161592356,71
accumulated_02_dbscan.laz,13,53.63166666666671,-16.29166666666616,0.2616719744684956,119
accumulated_02_dbscan.laz,18,3.419626865671444,16.530223880597124,0.17022428955563026,31
accumulated_02_dbscan.laz,29,-20.20333333333306,-21.5599999999998,0.15365907428795944,336
accumulated_02_dbscan.laz,32,21.236131934033107,17.356296851574115,0.34935607157717896,36
accumulated_02_dbscan.laz,36,69.41833333333871,6.855000000002927,0.28582240018552896,53
accumulated_02_dbscan.laz,44,7.1733606557392555,-53.99737704917839,0.197405657338802,84
accumulated_02_dbscan.laz,46,64.4049065420542,-7.513598130841716,0.2960355058094848,114
accumulated_02_dbscan.laz,47,47.98730769230348,-38.817692307690606,0.23853131733054506,97
